title,company,address,experience,url,query,page,vacancy_id,matched_queries
Дизайнер интерьеров,Дизайн-студия Елены Крыловой,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135857662?query=AI+Engineer,AI Engineer,7,135857662,['AI Engineer']
"Младший инженер по продажам (фарма, химия)",STANDARD GROUP,Москва,Без опыта,https://hh.ru/vacancy/136176278?query=AI+Engineer,AI Engineer,7,136176278,['AI Engineer']
"AI-инженер / ML-инженер контент-завод (LLM-агенты, генерация видео, ComfyUI, RPA автоматизация)",Убей скуку (ИП Мамонько Алексей Александрович),Минск,Опыт 1-3 года,https://hh.ru/vacancy/136088100?query=AI+Engineer,AI Engineer,7,136088100,['AI Engineer']
Ведущий специалист по автоматизации тестирования / QA Engineer,Altcraft,"Рязань, р-н Железнодорожный",Опыт 3-6 лет,https://hh.ru/vacancy/135243211?query=AI+Engineer,AI Engineer,7,135243211,['AI Engineer']
AI инженер (ML),ООО Аспирити,"Красноярск, р-н Железнодорожный",Опыт 3-6 лет,https://hh.ru/vacancy/135943859?query=AI+Engineer,AI Engineer,7,135943859,['AI Engineer']
AI Engineer,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136365705?query=AI+Engineer,AI Engineer,7,136365705,['AI Engineer']
"Дизайнер по интерьерной графике (фотообои, наклейки) / Графический дизайнер (маркетплейсы)",ИП Соломина Светлана Вячеславовна,"Иваново, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/136166901?query=AI+Engineer,AI Engineer,7,136166901,['AI Engineer']
ML инженер,Институт Исследования Нейросетей и Робототехники,"Хабаровск, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/135821912?query=AI+Engineer,AI Engineer,7,135821912,['AI Engineer']
Middle Prompt-engineer,ООО Миловидов,"Москва, р-н Можайский",Опыт 1-3 года,https://hh.ru/vacancy/135436064?query=AI+Engineer,AI Engineer,7,135436064,['AI Engineer']
Lead Backend Developer / AI Engineer,CRT,Санкт-Петербург,Опыт более 6 лет,https://hh.ru/vacancy/135661340?query=AI+Engineer,AI Engineer,7,135661340,['AI Engineer']
QA-инженер,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136160829?query=AI+Engineer,AI Engineer,7,136160829,['AI Engineer']
AQA Engineer (Java),ООО Айтикью Груп,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136325422?query=AI+Engineer,AI Engineer,7,136325422,['AI Engineer']
Fullstack-разработчик (Laravel + Vue),Limex,Чебоксары,Опыт 1-3 года,https://hh.ru/vacancy/136036545?query=AI+Engineer,AI Engineer,8,136036545,['AI Engineer']
Инженер технической поддержки,CП ООО TETRA SECURITY,"Ташкент, улица Афросиаб, 2Б",Опыт 1-3 года,https://hh.ru/vacancy/135680654?query=AI+Engineer,AI Engineer,8,135680654,['AI Engineer']
Бизнес Аналитик (Pre-Sales Business Analyst),ООО Сампад,"Минск, Интернациональная улица, 20А",Опыт 3-6 лет,https://rabota.by/vacancy/136364085?query=AI+Engineer&hhtmFrom=vacancy_search_list,AI Engineer,8,136364085,['AI Engineer']
Professional Services Engineer (KSC),Лаборатория Касперского,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136249409?query=AI+Engineer,AI Engineer,8,136249409,['AI Engineer']
Инженер по сопровождению,Сбер. IT,"Ростов-на-Дону, р-н Октябрьский",Опыт 1-3 года,https://hh.ru/vacancy/135364983?query=AI+Engineer,AI Engineer,8,135364983,['AI Engineer']
Системный аналитик (Spanner),Сбер. IT,Тула,Опыт 1-3 года,https://hh.ru/vacancy/135700380?query=AI+Engineer,AI Engineer,8,135700380,['AI Engineer']
AQA engineer (комада OneWork),SberTech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136289129?query=AI+Engineer,AI Engineer,8,136289129,['AI Engineer']
DevOps инженер,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136179920?query=AI+Engineer,AI Engineer,8,136179920,['AI Engineer']
Специалист по AI-автоматизации бизнес-процессов,Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136262644?query=AI+Engineer,AI Engineer,8,136262644,['AI Engineer']
QA Engineer,ООО ГеймТек,Минск,Опыт 1-3 года,https://rabota.by/vacancy/134503713?query=AI+Engineer&hhtmFrom=vacancy_search_list,AI Engineer,8,134503713,['AI Engineer']
Заместитель начальника управления,ГКУ Инфогород,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135900802?query=AI+Engineer,AI Engineer,8,135900802,['AI Engineer']
AI-контент-мейкер,ООО Евроторг,Минск,Опыт 1-3 года,https://rabota.by/vacancy/135788318?query=AI+Engineer&hhtmFrom=vacancy_search_list,AI Engineer,8,135788318,['AI Engineer']
Системный администратор [МТС Веб Сервисы],"""МТС"", Работа в IT","Москва, р-н Даниловский",Опыт 1-3 года,https://hh.ru/vacancy/136214108?query=AI+Engineer,AI Engineer,8,136214108,['AI Engineer']
ИТ-администратор (SRE-инженер),Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136246543?query=AI+Engineer,AI Engineer,9,136246543,['AI Engineer']
Junior QA Engineer (Manual),ТОО Playrix,Ереван,Опыт 1-3 года,https://hh.ru/vacancy/136116684?query=AI+Engineer,AI Engineer,9,136116684,['AI Engineer']
AI-инженер / Разработчик RAG-систем и оркестрации агентов,ООО УК Балтис,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135364099?query=AI+Engineer,AI Engineer,9,135364099,['AI Engineer']
Инженер-программист,ТехВилл,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135883310?query=AI+Engineer,AI Engineer,9,135883310,['AI Engineer']
Middle+ Devops -инженер в AI HUB (в Москве),ООО ИЦ АЙ-ТЕКО,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136265482?query=AI+Engineer,AI Engineer,9,136265482,['AI Engineer']
Senior Automation QA Engineer,АО ТМГТ,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136061734?query=AI+Engineer,AI Engineer,9,136061734,['AI Engineer']
Data Steward / Инженер по качеству данных,ООО Марс,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136266992?query=AI+Engineer,AI Engineer,9,136266992,['AI Engineer']
Fullstack-разработчик (Agent-Coding),ООО ФизЭл,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135611082?query=AI+Engineer,AI Engineer,9,135611082,['AI Engineer']
"ML Engineer (Face Biometrics / Computer Vision / AI Security), Алматы",ТОО Biometric(Биометрик),Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136090867?query=AI+Engineer,AI Engineer,9,136090867,['AI Engineer']
Руководитель производства - разметка данных для ИИ,S2IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136327012?query=AI+Engineer,AI Engineer,9,136327012,['AI Engineer']
Владелец продукта платформы уведомлений/Product Owner Notifications,VVP Group,Химки,Опыт 3-6 лет,https://hh.ru/vacancy/136229609?query=AI+Engineer,AI Engineer,9,136229609,['AI Engineer']
Администратор АС/Системный инженер,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136367923?query=AI+Engineer,AI Engineer,9,136367923,['AI Engineer']
Senior PHP Backend Developer (Symfony),3snet,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135499087?query=AI+Engineer,AI Engineer,9,135499087,['AI Engineer']
AI Native инженер,ООО Тагес Джамп,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135374007?query=AI+Engineer,AI Engineer,9,135374007,['AI Engineer']
Senior QA Engineer в Telegram Mini App / Тестировщик,Playneta,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135782521?query=AI+Engineer,AI Engineer,9,135782521,['AI Engineer']
"AI Marketing Engineer / инженер AI-маркетинга: лидогенерация, email-outbound, CRM (B2B)",ЛОМИДЗЕ МАРИАМ МАМУКОВНА,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136046765?query=AI+Engineer,AI Engineer,9,136046765,['AI Engineer']
"Senior Python backend engineer (в Бильбао, Испания)",Artificial Seed,"провинция Бискайя, Басаури, Бильбао",Опыт более 6 лет,https://hh.ru/vacancy/136051532?query=AI+Engineer,AI Engineer,9,136051532,['AI Engineer']
Специалист по внедрению ИИ,ПК AKASHI Data Center PLC,"Астана, улица Сыганак, 60/4",Опыт 3-6 лет,https://hh.ru/vacancy/136256241?query=Python+Developer,Python Developer,0,136256241,['Python Developer']
Медиа-аналитик,ООО International Media Service,"Ташкент, Яшнабадский район, улица Махтумкули, 112",Опыт 1-3 года,https://hh.ru/vacancy/136339864?query=Python+Developer,Python Developer,0,136339864,['Python Developer']
Вайб-кодер / AI-assisted Developer — Middle,АО Агентство ВТН,Санкт-Петербург,Без опыта,https://hh.ru/vacancy/136067120?query=Python+Developer,Python Developer,0,136067120,['Python Developer']
Специалист технической поддержки,Utrace,"Москва, р-н Южнопортовый",Опыт 1-3 года,https://hh.ru/vacancy/135987938?query=Python+Developer,Python Developer,0,135987938,['Python Developer']
Стажёр в IT-аудит,Ozon Офис и Коммерция,Москва,Без опыта,https://hh.ru/vacancy/135511093?query=Python+Developer,Python Developer,0,135511093,['Python Developer']
Стажер Backend направления,АО СимбирСофт,"Ульяновск, р-н Ленинский",Без опыта,https://hh.ru/vacancy/136261109?query=Python+Developer,Python Developer,0,136261109,['Python Developer']
Python-разработчик,Группа компаний Экзон,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136216207?query=Python+Developer,Python Developer,0,136216207,['Python Developer']
Специалист по количественным исследованиям,Drivee,"Якутск, 203-й микрорайон, 28",Опыт 1-3 года,https://hh.ru/vacancy/136336038?query=Python+Developer,Python Developer,0,136336038,['Python Developer']
2D художник gamedev,Extreme Developers,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136290940?query=Python+Developer,Python Developer,0,136290940,['Python Developer']
Frontend-разработчик (Москва),ООО ИЦ АЙ-ТЕКО,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136297938?query=Python+Developer,Python Developer,0,136297938,['Python Developer']
AI & Low-code Builder / Специалист по AI-автоматизации бизнес-процессов,Miles&Miles,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136002338?query=Python+Developer,Python Developer,0,136002338,['Python Developer']
Python-разработчик,Московский Кредитный Банк. ИТ-специалисты,Москва,Без опыта,https://hh.ru/vacancy/136227814?query=Python+Developer,Python Developer,0,136227814,['Python Developer']
Middle+ Python developer,Циан,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134564796?query=Python+Developer,Python Developer,0,134564796,['Python Developer']
Разработчик,ООО Зелинский и Розен парфюмерия,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136295454?query=Python+Developer,Python Developer,0,136295454,['Python Developer']
Senior Backend,ООО Финансовое Объединение Ра,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136361915?query=Python+Developer,Python Developer,0,136361915,['Python Developer']
Python-разработчик,Spice IT,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136326848?query=Python+Developer,Python Developer,0,136326848,['Python Developer']
Системный администратор,Netris,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136341059?query=Python+Developer,Python Developer,1,136341059,['Python Developer']
Middle QA Engineer / Тестировщик,ООО Займиго МКК,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136293682?query=Python+Developer,Python Developer,1,136293682,['Python Developer']
Senior Python Developer (Fintech),Secunda,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136036124?query=Python+Developer,Python Developer,1,136036124,['Python Developer']
Intern - Assurance Advisory,Deloitte DKU,Алматы,Без опыта,https://hh.ru/vacancy/136341145?query=Python+Developer,Python Developer,1,136341145,['Python Developer']
Middle Backend разработчик,ООО Аналитические программные решения,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135723184?query=Python+Developer,Python Developer,1,135723184,['Python Developer']
Python-разработчик (Junior),ООО Поколение,Москва,Без опыта,https://hh.ru/vacancy/135411623?query=Python+Developer,Python Developer,1,135411623,['Python Developer']
Технический специалист / Вайбкодер-инженер платформы запусков,ООО 360,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135426037?query=Python+Developer,Python Developer,1,135426037,['Python Developer']
Python разработчик,ICL Soft,Казань,Опыт 1-3 года,https://hh.ru/vacancy/136183556?query=Python+Developer,Python Developer,1,136183556,['Python Developer']
Backend-разработчик (Python / Django),MAV AUTO,"Чебоксары, Московский проспект, 38к4",Опыт 3-6 лет,https://hh.ru/vacancy/136324731?query=Python+Developer,Python Developer,1,136324731,['Python Developer']
Middle Python Developer(JenkinsDream),SberTech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136353025?query=Python+Developer,Python Developer,1,136353025,['Python Developer']
Backend-разработчик,Your CodeReview,Ижевск,Опыт 1-3 года,https://hh.ru/vacancy/136115888?query=Python+Developer,Python Developer,1,136115888,['Python Developer']
Java-разработчик,ООО ДЮК Технологии,Ярославль,Опыт 3-6 лет,https://hh.ru/vacancy/136287292?query=Python+Developer,Python Developer,1,136287292,['Python Developer']
PHP-разработчик,ООО Петрович-Тех,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/136145207?query=Python+Developer,Python Developer,1,136145207,['Python Developer']
Инженер по информационной безопасности,Rubytech. Технологии и продукты,Москва,Без опыта,https://hh.ru/vacancy/136313110?query=Python+Developer,Python Developer,1,136313110,['Python Developer']
Стажер-аналитик,ООО ERGO ANALYTICS,"Ташкент, Шайхантахурский район, жилой комплекс Nest One",Без опыта,https://hh.ru/vacancy/135992615?query=Python+Developer,Python Developer,1,135992615,['Python Developer']
AI-разработчик / Специалист по автоматизации,Группа компаний Бизнес-Гарант,Самара,Опыт 1-3 года,https://hh.ru/vacancy/136290057?query=Python+Developer,Python Developer,1,136290057,['Python Developer']
DevOps инженер,ИП Андрианов Кирилл Владимирович,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136278662?query=Python+Developer,Python Developer,2,136278662,['Python Developer']
Python-разработчик /Python Developer,АО Гринатом. ИТ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136251500?query=Python+Developer,Python Developer,2,136251500,['Python Developer']
Senior Manual QA Engineer,Made of Storm,Белград,Опыт 3-6 лет,https://hh.ru/vacancy/136305450?query=Python+Developer,Python Developer,2,136305450,['Python Developer']
DevOps-инженер Middle+ (On-premise),ТОО Интернет-компания PS,"Алматы, улица Макатаева, 117а",Опыт 3-6 лет,https://hh.ru/vacancy/136317479?query=Python+Developer,Python Developer,2,136317479,['Python Developer']
Инженер по тестированию умных устройств (QA Engineer),ООО Юникорн,"Пермь, р-н Индустриальный",Опыт 1-3 года,https://hh.ru/vacancy/136245333?query=Python+Developer,Python Developer,2,136245333,['Python Developer']
Тестировщик QA,VOID,Уфа,Опыт 1-3 года,https://hh.ru/vacancy/135424232?query=Python+Developer,Python Developer,2,135424232,['Python Developer']
Технический специалист / вайбкодер (разработка внутренней платформы),Polza Agency (ИП Ерхов Никита Владимирович),Москва,Опыт 1-3 года,https://hh.ru/vacancy/135561486?query=Python+Developer,Python Developer,2,135561486,['Python Developer']
Специалист по документообороту,ООО ДЮК Технологии,Ярославль,Опыт 1-3 года,https://hh.ru/vacancy/135517246?query=Python+Developer,Python Developer,2,135517246,['Python Developer']
Junior Full Stack / AI Engineer,ООО Овелфиш,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136222967?query=Python+Developer,Python Developer,2,136222967,['Python Developer']
Senior Python Developer,getmatch,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136324253?query=Python+Developer,Python Developer,2,136324253,['Python Developer']
"Вайбкодер / AI-разработчик (Claude Code, Codex)",Anecole,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136030486?query=Python+Developer,Python Developer,2,136030486,['Python Developer']
Менеджер по компенсациям и льготам,Ozon Офис и Коммерция,"Москва, р-н Пресненский",Опыт 1-3 года,https://hh.ru/vacancy/135987878?query=Python+Developer,Python Developer,2,135987878,['Python Developer']
CTO / Технический директор,DigiKey Limited,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136218009?query=Python+Developer,Python Developer,2,136218009,['Python Developer']
Разработчик игр в международной компании (Junior),Darktheme Studios,"город Окленд, Warfield Avenue",Опыт 1-3 года,https://hh.ru/vacancy/136230501?query=Python+Developer,Python Developer,2,136230501,['Python Developer']
QA Engineer (Manual),Криптонит,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134460150?query=Python+Developer,Python Developer,2,134460150,['Python Developer']
Senior Python Developer,getmatch,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136341123?query=Python+Developer,Python Developer,2,136341123,['Python Developer']
Стажер-backend developer,ООО Р-Вижн,Москва,Без опыта,https://hh.ru/vacancy/134427427?query=Python+Developer,Python Developer,2,134427427,['Python Developer']
Python-разработчик в AI-проект,AVS Agency,"Москва, р-н Южнопортовый",Опыт 1-3 года,https://hh.ru/vacancy/136178331?query=Python+Developer,Python Developer,2,136178331,['Python Developer']
Инженер данных,Альфа-Банк. Центральный офис,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136223300?query=Python+Developer,Python Developer,3,136223300,['Python Developer']
Ведущий Fullstack developer,ООО Иви-Тайм,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/136283376?query=Python+Developer,Python Developer,3,136283376,['Python Developer']
Middle/Middle+ DevOps-инженер,Holyweb,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135478678?query=Python+Developer,Python Developer,3,135478678,['Python Developer']
Разработчик исследователь Python,BI.ZONE Направление Разработка,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136256256?query=Python+Developer,Python Developer,3,136256256,['Python Developer']
Программист-разработчик (Python),ООО Платформа Третье Мнение,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135127347?query=Python+Developer,Python Developer,3,135127347,['Python Developer']
Python-разработчик / бизнес-аналитик по автоматизации бизнес-процессов,Honex Auto,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135958850?query=Python+Developer,Python Developer,3,135958850,['Python Developer']
Python-разработчик,ООО Синьор Софт,Рязань,Опыт 3-6 лет,https://hh.ru/vacancy/135829684?query=Python+Developer,Python Developer,3,135829684,['Python Developer']
Python Backend Developer,Miles&Miles,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136001977?query=Python+Developer,Python Developer,3,136001977,['Python Developer']
Тестировщик ПО,ООО Альфа-Форекс,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135458884?query=Python+Developer,Python Developer,3,135458884,['Python Developer']
Python разработчик,Логика молока. Офис,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136263220?query=Python+Developer,Python Developer,3,136263220,['Python Developer']
Middle DevOps Engineer,yourhr.tech,Минск,Опыт 1-3 года,https://hh.ru/vacancy/136324114?query=Python+Developer,Python Developer,3,136324114,['Python Developer']
Golang-разработчик,ООО АФЛТ-Системс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136245564?query=Python+Developer,Python Developer,3,136245564,['Python Developer']
Разработчик python (junior +),Ай-Теко (I-Teco),Москва,Опыт 1-3 года,https://hh.ru/vacancy/136075982?query=Python+Developer,Python Developer,3,136075982,['Python Developer']
Системный инженер,Хорошие сети,"Ростов-на-Дону, р-н Ворошиловский",Опыт 1-3 года,https://hh.ru/vacancy/136319514?query=Python+Developer,Python Developer,3,136319514,['Python Developer']
DevOps-инженер,Signal,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136186840?query=Python+Developer,Python Developer,3,136186840,['Python Developer']
DevOps инженер,РВД Инфосистемы,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/136230968?query=Python+Developer,Python Developer,4,136230968,['Python Developer']
Системный администратор,Wolle Development Limited,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136258177?query=Python+Developer,Python Developer,4,136258177,['Python Developer']
DevOps Engineer (Linux),Силиз,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135474338?query=Python+Developer,Python Developer,4,135474338,['Python Developer']
Разработчик баз данных PostgreSQL,TrueConf,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135954455?query=Python+Developer,Python Developer,4,135954455,['Python Developer']
Data Engineer,Amarcon,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/136248505?query=Python+Developer,Python Developer,4,136248505,['Python Developer']
Инженер технической поддержки,EvaTeam,Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135467180?query=Python+Developer,Python Developer,4,135467180,['Python Developer']
Системный аналитик (junior),Правительство Москвы,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135895933?query=Python+Developer,Python Developer,4,135895933,['Python Developer']
Supply Chain Management Intern / Стажер отдела логистики,"«Procter & Gamble», Студент",Москва,Без опыта,https://hh.ru/vacancy/136307284?query=Python+Developer,Python Developer,4,136307284,['Python Developer']
Разработчик в инфраструктуру симулятора команды автономного вождения,Автономный транспорт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135560790?query=Python+Developer,Python Developer,4,135560790,['Python Developer']
Стажер по информационной безопасности (Application Security),Группа компаний Астра,Москва,Без опыта,https://hh.ru/vacancy/135918274?query=Python+Developer,Python Developer,4,135918274,['Python Developer']
"Data Engineer Junior (в офис, г. Нижний Новгород)",abgroup.tech,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136297061?query=Python+Developer,Python Developer,4,136297061,['Python Developer']
Инженер-электронщик / специалист по пайке и сборке электроники,ООО Топ24,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136267944?query=Python+Developer,Python Developer,4,136267944,['Python Developer']
Специалист поддержки по качеству данных (Data Steward),АО Национальная Страховая Информационная Система,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135966182?query=Python+Developer,Python Developer,4,135966182,['Python Developer']
Ночной Python-разработчик/инженер сопровождения,ООО РБ,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135902714?query=Python+Developer,Python Developer,4,135902714,['Python Developer']
Инженер-программист,ФГБУ ЦНИИ ВВС Минобороны России,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136219433?query=Python+Developer,Python Developer,5,136219433,['Python Developer']
Team Lead QA Engineer,ООО Софт Бизнес Системы,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136244683?query=Python+Developer,Python Developer,5,136244683,['Python Developer']
Аналитик-разработчик Power BI,ООО Тапир,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136076692?query=Python+Developer,Python Developer,5,136076692,['Python Developer']
Бизнес / Системный аналитик / Technical project manager,Terabit,"Белгород, р-н Восточный",Опыт 3-6 лет,https://hh.ru/vacancy/135968913?query=Python+Developer,Python Developer,5,135968913,['Python Developer']
Python Developer (CAD Automation),"STORYGOLD AI, INC",Алматы,Без опыта,https://hh.ru/vacancy/136045084?query=Python+Developer,Python Developer,5,136045084,['Python Developer']
Аналитик данных / BI-аналитик,ИП Катигаров Павел Алексеевич,"Тюмень, р-н Центральный",Без опыта,https://hh.ru/vacancy/136190138?query=Python+Developer,Python Developer,5,136190138,['Python Developer']
Python-разработчик,ООО Группа Компаний Техно,"Красноярск, р-н Советский",Опыт 1-3 года,https://hh.ru/vacancy/135960540?query=Python+Developer,Python Developer,5,135960540,['Python Developer']
Тестировщик- автоматизатор/QA Automation(Python),Neoflex,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136303486?query=Python+Developer,Python Developer,5,136303486,['Python Developer']
Системный аналитик Отдела разработки и внедрения информационных систем,БАНК МБА-МОСКВА,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136161548?query=Python+Developer,Python Developer,5,136161548,['Python Developer']
Разработчик Python (Middle),Нанософт,"Санкт-Петербург, р-н Петроградский",Опыт 1-3 года,https://hh.ru/vacancy/134516752?query=Python+Developer,Python Developer,5,134516752,['Python Developer']
Ведущий разработчик ПО,ООО Береста РК,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136135792?query=Python+Developer,Python Developer,5,136135792,['Python Developer']
Аналитик (проектный офис),ООО МКК Корона,Новосибирск,Опыт 1-3 года,https://hh.ru/vacancy/136301846?query=Python+Developer,Python Developer,5,136301846,['Python Developer']
Python Backend Developer (Django),ООО Ришат,Иннополис,Опыт 1-3 года,https://hh.ru/vacancy/135377518?query=Python+Developer,Python Developer,5,135377518,['Python Developer']
Ведущий аналитик,ЗАО Альфа Телеком (MEGA),"Бишкек, улица А. Суюмбаева, 123",Опыт 1-3 года,https://hh.ru/vacancy/136287340?query=Python+Developer,Python Developer,5,136287340,['Python Developer']
Разработчик (Домино8),X5 Tech,"Красноярск, р-н Железнодорожный",Опыт 1-3 года,https://hh.ru/vacancy/136350214?query=Python+Developer,Python Developer,5,136350214,['Python Developer']
Backend-разработчик (GigaARPA),CORE,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136145659?query=Python+Developer,Python Developer,5,136145659,['Python Developer']
"Project Manager (web, it)",Grand Line,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/133652161?query=Python+Developer,Python Developer,5,133652161,['Python Developer']
Аналитик данных (проектный офис),ООО МКК Корона,Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/136302526?query=Python+Developer,Python Developer,5,136302526,['Python Developer']
QA-тестировщик/QA engineer (Middle/Senior),Аптечная сеть Ваша №1 х Таблетка.ру,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/129586923?query=Python+Developer,Python Developer,5,129586923,['Python Developer']
Fullstack-разработчик,Уткин Дмитрий Андреевич,Новосибирск,Опыт 1-3 года,https://hh.ru/vacancy/136076534?query=Python+Developer,Python Developer,5,136076534,['Python Developer']
Руководитель IT-отдела,Ляриба-Финанс,Махачкала,Опыт 3-6 лет,https://hh.ru/vacancy/136252722?query=Python+Developer,Python Developer,6,136252722,['Python Developer']
Специалист по разметке данных,ООО МТ-ЛАБ,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135430924?query=Python+Developer,Python Developer,6,135430924,['Python Developer']
Специалист по координации запросов и поддержке,Syngenta,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136188147?query=Python+Developer,Python Developer,6,136188147,['Python Developer']
Стажер ML-инженер,Правительство Москвы,"Москва, р-н Тверской",Без опыта,https://hh.ru/vacancy/136341733?query=Python+Developer,Python Developer,6,136341733,['Python Developer']
Специалист по чат-ботам CraftTalk,ООО Крафт-Толк,"Орёл, Наугорское шоссе, 8А",Опыт 1-3 года,https://hh.ru/vacancy/136117992?query=Python+Developer,Python Developer,6,136117992,['Python Developer']
Senior Python-разработчик,Loyalty Labs,Санкт-Петербург,Опыт более 6 лет,https://hh.ru/vacancy/136097311?query=Python+Developer,Python Developer,6,136097311,['Python Developer']
С++ developer,Адалиск,"Тбилиси, улица Михаила Тамарашвили, 13О",Опыт 3-6 лет,https://hh.ru/vacancy/136306731?query=Python+Developer,Python Developer,6,136306731,['Python Developer']
"Senior Backend Developer (Python, Django)",Absolut POS,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136098899?query=Python+Developer,Python Developer,6,136098899,['Python Developer']
Бизнес-аналитик (AI / LLM),Selecty,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136216151?query=Python+Developer,Python Developer,6,136216151,['Python Developer']
Младший аналитик,ООО Секонд Лайн,"Москва, р-н Хамовники",Опыт 1-3 года,https://hh.ru/vacancy/136096915?query=Python+Developer,Python Developer,6,136096915,['Python Developer']
AI-разработчик (Middle developer) / Web-разработчик для создания WMS-системы,A2,посёлок городского типа Красково,Опыт 1-3 года,https://hh.ru/vacancy/135659933?query=Python+Developer,Python Developer,6,135659933,['Python Developer']
