title,company,address,experience,url,query,page,vacancy_id,matched_queries
Младший биоинформатик-аналитик,ООО Парсек Лаб,"Санкт-Петербург, р-н Приморский",Опыт 1-3 года,https://hh.ru/vacancy/135719646?query=Data+Analyst,Data Analyst,0,135719646,"['Data Analyst', 'Python Developer']"
Data Ananlyst / Аналитик Данных,Ventra,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136031153?query=Data+Analyst,Data Analyst,0,136031153,"['BI Analyst', 'Data Analyst']"
Бизнес-аналитик,Группа Компаний «Аскона» | Логистика,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136361346?query=Data+Analyst,Data Analyst,0,136361346,['Data Analyst']
Системный аналитик (FinTech / Crypto / Blockchain),ООО Веро Трейс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135661700?query=Data+Analyst,Data Analyst,0,135661700,['Data Analyst']
Аналитик данных,RUTUBE,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136365089?query=Data+Analyst,Data Analyst,0,136365089,['Data Analyst']
Специалист по управлению данными / Аналитик данных (Data Analyst/Data Engineer),ООО Бюро Цифровой Трансформации,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136299705?query=Data+Analyst,Data Analyst,0,136299705,"['BI Analyst', 'Data Analyst', 'Data Engineer']"
Бэкенд-разработчик (java),ООО ЛИПТ Софт,Санкт-Петербург,Опыт более 6 лет,https://hh.ru/vacancy/136330740?query=Data+Analyst,Data Analyst,0,136330740,['Data Analyst']
Аналитик данных (Power BI),TraffCloud,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136329784?query=Data+Analyst,Data Analyst,0,136329784,['Data Analyst']
Руководитель аналитики данных,ООО Альфа-Мобайл,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136187215?query=Data+Analyst,Data Analyst,0,136187215,['Data Analyst']
Заместитель директора по маркетингу,ООО Имбрык,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136317462?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,0,136317462,['Data Analyst']
Бизнес-аналитик,"""МТС"", Аналитика",Москва,Опыт 1-3 года,https://hh.ru/vacancy/136327869?query=Data+Analyst,Data Analyst,0,136327869,['Data Analyst']
Системный аналитик Middle/Senior,.redev,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135664064?query=Data+Analyst,Data Analyst,0,135664064,['Data Analyst']
Data Scientist,Ventra,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136311467?query=Data+Analyst,Data Analyst,0,136311467,"['Data Analyst', 'Data Scientist']"
Product Manager в команду Core,АО Kolesa (АО Колеса),Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136311981?query=Data+Analyst,Data Analyst,0,136311981,['Data Analyst']
Финансовый директор (CFO),СберСпасибо,"Москва, р-н Дорогомилово",Опыт более 6 лет,https://hh.ru/vacancy/136172759?query=Data+Analyst,Data Analyst,0,136172759,"['BI Analyst', 'Data Analyst']"
Системный аналитик,ЛИАН,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136202014?query=Data+Analyst,Data Analyst,0,136202014,['Data Analyst']
Руководитель отдела персонала (HRD/HRBP),IN HOUSE,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136245167?query=Data+Analyst,Data Analyst,0,136245167,['Data Analyst']
Бизнес-аналитик,ООО Майфин,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136346114?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,0,136346114,['Data Analyst']
Инженер сопровождения,ЛИАН,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136315909?query=Data+Analyst,Data Analyst,0,136315909,"['Data Analyst', 'Python Developer']"
Java-разработчик,ООО ВЫСОКИЕ ТЕХНОЛОГИИ ДЛЯ БИЗНЕСА,"Оренбург, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136237665?query=Data+Analyst,Data Analyst,0,136237665,['Data Analyst']
Data Analyst / Аналитик данных,Генотек,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135117849?query=Data+Analyst,Data Analyst,1,135117849,['Data Analyst']
Middle+/Senior Бизнес-/системный аналитик,ООО SpbDev,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135655138?query=Data+Analyst,Data Analyst,1,135655138,"['Data Analyst', 'Data Engineer']"
HR-generalist в IT-компанию,АЭРО,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136265496?query=Data+Analyst,Data Analyst,1,136265496,['Data Analyst']
Аналитик данных / Data Analyst (Smartup),СП ООО MONO-ELECTRIC,Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/136351468?query=Data+Analyst,Data Analyst,1,136351468,"['BI Analyst', 'Data Analyst']"
Продуктовый аналитик,JapanStat,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136214542?query=Data+Analyst,Data Analyst,1,136214542,"['Data Analyst', 'Python Developer']"
Директор по информационным технологиям (CIO),ТОО КОМЕК МАШИНЕРИ Казахстан,"Астана, проспект Нургисы Тлендиева, 4/3",Опыт 3-6 лет,https://hh.ru/vacancy/136306344?query=Data+Analyst,Data Analyst,1,136306344,"['Data Analyst', 'Python Developer']"
Бизнес-аналитик,ООО Газпромнефть-Региональные продажи,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136362849?query=Data+Analyst,Data Analyst,1,136362849,['Data Analyst']
Java разработчик,Ингосстрах,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/136259707?query=Data+Analyst,Data Analyst,1,136259707,['Data Analyst']
Исполнительный директор (CEO),ООО Ритейл Эксперт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135872574?query=Data+Analyst,Data Analyst,1,135872574,['Data Analyst']
ИИ специалист,Дверянин,"Набережные Челны, БАЗА ЗАО ,,ПОДРЯД,,, 1",Опыт 1-3 года,https://hh.ru/vacancy/136266273?query=Data+Analyst,Data Analyst,1,136266273,"['AI Engineer', 'Data Analyst', 'Data Engineer', 'Data Scientist', 'ML Engineer', 'MLOps']"
Junior Python-разработчик / технический помощник СТО,Мегасклад,Москва,Без опыта,https://hh.ru/vacancy/136267481?query=Data+Analyst,Data Analyst,1,136267481,['Data Analyst']
Data engineer (Стажер),Sapiens solutions,Москва,Без опыта,https://hh.ru/vacancy/136125082?query=Data+Analyst,Data Analyst,1,136125082,"['Data Analyst', 'Data Engineer']"
Frontend-разработчик,Аптечная сеть Ваша №1 х Таблетка.ру,"Москва, р-н Перово",Опыт 1-3 года,https://hh.ru/vacancy/128966075?query=Data+Analyst,Data Analyst,1,128966075,['Data Analyst']
Product Owner,ООО Хайерлэб,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136037762?query=Data+Analyst,Data Analyst,1,136037762,['Data Analyst']
Системный аналитик / System Analyst,Aston,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136345328?query=Data+Analyst,Data Analyst,1,136345328,['Data Analyst']
Продуктовый дизайнер,"MR Group, группа компаний",Москва,Опыт более 6 лет,https://hh.ru/vacancy/136145358?query=Data+Analyst,Data Analyst,1,136145358,['Data Analyst']
Ведущий маркетолог,ТОО Engineering Services,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136334450?query=Data+Analyst,Data Analyst,1,136334450,['Data Analyst']
Аналитик продаж,ООО Газпромнефть-Региональные продажи,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136352891?query=Data+Analyst,Data Analyst,1,136352891,['Data Analyst']
Middle+ / Senior Data Engineer / ETL-разработчик,ООО SpbDev,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135655122?query=Data+Analyst,Data Analyst,1,135655122,['Data Analyst']
"Коммерческий директор / Chief Commercial Officer, CCO",ООО Стафф Контракт,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136117477?query=Data+Analyst,Data Analyst,1,136117477,['Data Analyst']
Менеджер проектов,Paper Planes,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136072352?query=Data+Analyst,Data Analyst,2,136072352,"['Data Analyst', 'Data Scientist']"
Strategy & Business Analyst / Бизнес Аналитик,BlaBlaCar,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136212025?query=Data+Analyst,Data Analyst,2,136212025,['Data Analyst']
Младший аналитик данных,SOKOLOV,"Кострома, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/135774982?query=Data+Analyst,Data Analyst,2,135774982,['Data Analyst']
Java Backend разработчик,Альфа-Банк. ИТ-специалисты,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135029864?query=Data+Analyst,Data Analyst,2,135029864,['Data Analyst']
Data Platform Engineer,ООО Ритейл Эксперт,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136298963?query=Data+Analyst,Data Analyst,2,136298963,['Data Analyst']
Менеджер по корпоративным финансам,ООО Хевел,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136338546?query=Data+Analyst,Data Analyst,2,136338546,['Data Analyst']
ML-инженер,"МАГНИТ, Розничная сеть. IT","Москва, р-н Беговой",Опыт 1-3 года,https://hh.ru/vacancy/136298305?query=Data+Analyst,Data Analyst,2,136298305,"['Data Analyst', 'MLOps']"
Системный аналитик Security Vision,ЛИАН,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136144074?query=Data+Analyst,Data Analyst,2,136144074,['Data Analyst']
Старший исследователь продукта (Посуточная аренда жилья),Циан,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136348952?query=Data+Analyst,Data Analyst,2,136348952,['Data Analyst']
Системный Аналитик,АО Зарубежнефть,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136358881?query=Data+Analyst,Data Analyst,2,136358881,['Data Analyst']
Strong Junior / Middle Risk Quant,АО ForteBank,"Астана, улица Достык, 8/1",Опыт 1-3 года,https://hh.ru/vacancy/136173116?query=Data+Analyst,Data Analyst,2,136173116,"['Data Analyst', 'Data Scientist']"
Аналитик данных/Инженер по качеству данных,X5 Tech,"Москва, р-н Замоскворечье",Опыт 3-6 лет,https://hh.ru/vacancy/136249031?query=Data+Analyst,Data Analyst,2,136249031,"['Data Analyst', 'Python Developer']"
Инженер-программист C++ \ QT,РОСКОСМОС,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136347187?query=Data+Analyst,Data Analyst,2,136347187,"['Data Analyst', 'Python Developer']"
Product Analyst / Продуктовый аналитик,Плати по миру,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136220814?query=Data+Analyst,Data Analyst,2,136220814,['Data Analyst']
Middle Аналитик,Metacommerce,Уфа,Опыт 3-6 лет,https://hh.ru/vacancy/135767707?query=Data+Analyst,Data Analyst,2,135767707,['Data Analyst']
Data analyst - Collection,UZUM TECHNOLOGIES. IT,"Ташкент, Ферганское шоссе, 23",Опыт 1-3 года,https://hh.ru/vacancy/136140298?query=Data+Analyst,Data Analyst,2,136140298,['Data Analyst']
Стажер аналитик данных / Intern Data Analyst,Deft,Москва,Без опыта,https://hh.ru/vacancy/134581924?query=Data+Analyst,Data Analyst,2,134581924,['Data Analyst']
Business Analyst,ООО ПСТ Лабс,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136185677?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,2,136185677,"['Data Analyst', 'Data Engineer']"
Системный / Бизнес аналитик,Altenar,Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135206584?query=Data+Analyst,Data Analyst,2,135206584,['Data Analyst']
Маркетолог,ООО Александровский,"Кемерово, р-н Центральный",Опыт более 6 лет,https://hh.ru/vacancy/136203865?query=Data+Analyst,Data Analyst,2,136203865,['Data Analyst']
UX/UI-дизайнер,Absolut POS,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135537515?query=Data+Analyst,Data Analyst,3,135537515,['Data Analyst']
Data Analyst (Middle),Polonium Arts,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136034338?query=Data+Analyst,Data Analyst,3,136034338,['Data Analyst']
Product Manager / Product Lead,Airvoice,"Белград, Улица Косте Абрашевића, 13",Опыт 3-6 лет,https://hh.ru/vacancy/136341162?query=Data+Analyst,Data Analyst,3,136341162,['Data Analyst']
Data Engineer,Koronatech,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135392614?query=Data+Analyst,Data Analyst,3,135392614,"['Data Analyst', 'Data Engineer', 'ML Engineer']"
Заместитель директора Центра по развитию цифровых решений и аналитических систем,ФГАОУ ВО Первый МГМУ им. И.М.Сеченова Минздрава России (Сеченовский Университет),Москва,Опыт более 6 лет,https://hh.ru/vacancy/136252925?query=Data+Analyst,Data Analyst,3,136252925,['Data Analyst']
Менеджер финансового отдела по автоматизации бизнес-прооцессов,Наймиум,"Москва, р-н Беговой",Опыт 3-6 лет,https://hh.ru/vacancy/135653465?query=Data+Analyst,Data Analyst,3,135653465,['Data Analyst']
Системный аналитик (outstaff),ООО Триада,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135374424?query=Data+Analyst,Data Analyst,3,135374424,['Data Analyst']
Аналитик данных в технический департамент,VK,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136263866?query=Data+Analyst,Data Analyst,3,136263866,"['Data Analyst', 'Data Engineer']"
Руководитель проектов (международный проект в банковском секторе),USETECH,Маскат,Опыт более 6 лет,https://hh.ru/vacancy/136169462?query=Data+Analyst,Data Analyst,3,136169462,['Data Analyst']
Research Engineer,Точка Банк,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136142033?query=Data+Analyst,Data Analyst,3,136142033,"['Data Analyst', 'Data Engineer']"
AI Engineer,АО Цифровой семейный офис,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136031525?query=Data+Analyst,Data Analyst,3,136031525,"['Data Analyst', 'Data Engineer', 'ML Engineer']"
Бизнес аналитик (Математические модели),ООО АФЛТ-Системс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136248879?query=Data+Analyst,Data Analyst,3,136248879,['Data Analyst']
Middle backend developer / Python специалист,Brandquad,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135744558?query=Data+Analyst,Data Analyst,3,135744558,['Data Analyst']
Data analyst,ООО Центр Новых Финансовых Сервисов,"Москва, р-н Дорогомилово",Опыт 1-3 года,https://hh.ru/vacancy/135540304?query=Data+Analyst,Data Analyst,3,135540304,['Data Analyst']
Business Analyst/Systems Analyst,ТРТ,Баку,Опыт более 6 лет,https://hh.ru/vacancy/136210954?query=Data+Analyst,Data Analyst,3,136210954,['Data Analyst']
Проджект-менеджер,ТОО Arbuz Group (Арбуз Груп),Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135964906?query=Data+Analyst,Data Analyst,3,135964906,['Data Analyst']
Data Analyst DWH (DataVault/Системный аналитик качества данных/Банк),Neoflex,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136319166?query=Data+Analyst,Data Analyst,3,136319166,['Data Analyst']
Аналитик данных,Coleman Group,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135997211?query=Data+Analyst,Data Analyst,3,135997211,['Data Analyst']
Product manager,Т-Банк. ИТ. Управление продуктами и проектами,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/136330793?query=Data+Analyst,Data Analyst,3,136330793,['Data Analyst']
Ведущий аналитик данных,ГК Дамате,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136214868?query=Data+Analyst,Data Analyst,3,136214868,['Data Analyst']
"Python Developer AI team (в офис, г. Йошкар-Ола)",TravelLine,"Йошкар-Ола, Комсомольская улица, 112",Опыт 3-6 лет,https://hh.ru/vacancy/135712719?query=Data+Analyst,Data Analyst,4,135712719,"['AI Engineer', 'Data Analyst']"
"BI-разработчик / Data Analyst Загородный отель, Московская область",Рябиновый берег,городской округ Мытищи,Опыт 3-6 лет,https://hh.ru/vacancy/135807248?query=Data+Analyst,Data Analyst,4,135807248,"['BI Analyst', 'Data Analyst']"
Data Engineer,ООО Вебпро,"Москва, р-н Пресненский",Опыт 3-6 лет,https://hh.ru/vacancy/135869863?query=Data+Analyst,Data Analyst,4,135869863,['Data Analyst']
Data Analyst,АО VIETJET QAZAQSTAN,Астана,Опыт 1-3 года,https://hh.ru/vacancy/135044334?query=Data+Analyst,Data Analyst,4,135044334,['Data Analyst']
Account Manager / Менеджер клиентского сервиса,ООО Сидорин Лаб,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136012286?query=Data+Analyst,Data Analyst,4,136012286,['Data Analyst']
Бизнес-аналитик BI,Т-Банк. ИТ. DWH,Казань,Опыт 3-6 лет,https://hh.ru/vacancy/136343365?query=Data+Analyst,Data Analyst,4,136343365,['Data Analyst']
Бухгалтер (работа с первичной документацией),АО РИР Энерго,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136085746?query=Data+Analyst,Data Analyst,4,136085746,['Data Analyst']
CRM-маркетолог / CRM Marketing Engineer,Сеть клиник Подружки,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136220272?query=Data+Analyst,Data Analyst,4,136220272,"['AI Engineer', 'Data Analyst']"
Аналитик данных,ПАО Банк Санкт-Петербург,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/131228507?query=Data+Analyst,Data Analyst,4,131228507,['Data Analyst']
Начальник управления по аналитике и клиентскому опыту,Пятёрочка. Транспорт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136308796?query=Data+Analyst,Data Analyst,4,136308796,['Data Analyst']
AI Call Quality Analyst,ТРТ,Баку,Опыт 3-6 лет,https://hh.ru/vacancy/136201256?query=Data+Analyst,Data Analyst,4,136201256,['Data Analyst']
Аналитик данных (BI аналитик),Navio,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135613824?query=Data+Analyst,Data Analyst,4,135613824,['Data Analyst']
Data Analyst / Аналитик данных,"Форум-групп, Холдинг",Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135220809?query=Data+Analyst,Data Analyst,4,135220809,['Data Analyst']
"Аналитик данных ML/DS, Группа аналитики по рискам B2B, Ozon Bank",Ozon Банк,"Москва, р-н Красносельский",Опыт 1-3 года,https://hh.ru/vacancy/136228430?query=Data+Analyst,Data Analyst,4,136228430,['Data Analyst']
Ведущий разработчик Java (бэкенд) гибрид Москва,ООО АйДи – Технологии управления,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135758517?query=Data+Analyst,Data Analyst,4,135758517,['Data Analyst']
Руководитель группы аналитиков (тимлид),ООО ОТР,"Москва, р-н Пресненский",Опыт более 6 лет,https://hh.ru/vacancy/136132788?query=Data+Analyst,Data Analyst,4,136132788,['Data Analyst']
Relationship manager Market data,АО Казахстанская фондовая биржа,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136289353?query=Data+Analyst,Data Analyst,4,136289353,['Data Analyst']
Старший аналитик (data analyst / data scientist)в управление планирования и прогнозирования,"ООО Бристоль, сеть магазинов, Работа в IT-сфере",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136289152?query=Data+Analyst,Data Analyst,4,136289152,['Data Analyst']
Junior+/Middle Software Engineer (Python),ТРТ,Тбилиси,Опыт 3-6 лет,https://hh.ru/vacancy/135482491?query=Data+Analyst,Data Analyst,4,135482491,['Data Analyst']
Аналитик по рискам и статистическому моделированию (Junior / Junior+),Copperside,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135703290?query=Data+Analyst,Data Analyst,4,135703290,['Data Analyst']
System Analyst,Aston,"Москва, р-н Сокольники",Опыт 3-6 лет,https://hh.ru/vacancy/136345598?query=Data+Analyst,Data Analyst,5,136345598,['Data Analyst']
Руководитель по эффективности логистики,"Лента, федеральная розничная сеть, Работа в офисе",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136270619?query=Data+Analyst,Data Analyst,5,136270619,['Data Analyst']
Аналитик DWH,ООО Дата Дженерейшн,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136214464?query=Data+Analyst,Data Analyst,5,136214464,['Data Analyst']
Аналитик баз данных в отдел управления рисками,ООО Variant Retail Finance,"Ташкент, улица Айбека, 20А",Опыт 1-3 года,https://hh.ru/vacancy/136296424?query=Data+Analyst,Data Analyst,5,136296424,['Data Analyst']
Cпециалист по планированию реализации нефтепродуктов,ООО Газпромнефть-Региональные продажи,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136353330?query=Data+Analyst,Data Analyst,5,136353330,['Data Analyst']
"Data Analyst (Middle), DWH",SkillStaff,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136366073?query=Data+Analyst,Data Analyst,5,136366073,['Data Analyst']
Ведущий системный аналитик (IoT-решения),ООО Клауд Солюшенс,Москва,Опыт более 6 лет,https://hh.ru/vacancy/134842031?query=Data+Analyst,Data Analyst,5,134842031,['Data Analyst']
Младший финансовый аналитик,ЮMoney,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135467952?query=Data+Analyst,Data Analyst,5,135467952,['Data Analyst']
Контент-менеджер Lamoda (Обувь / Одежда),"Francesco Donni, Сеть магазинов",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135716117?query=Data+Analyst,Data Analyst,5,135716117,['Data Analyst']
Junior Recruiter (Chat Interviews) | Младший рекрутер на чатах,Adviva,Баку,Опыт 1-3 года,https://hh.ru/vacancy/136073022?query=Data+Analyst,Data Analyst,5,136073022,['Data Analyst']
Product Manager | Менеджер продукта,Альфа-Деньги,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136021096?query=Data+Analyst,Data Analyst,5,136021096,['Data Analyst']
Аналитик,12 STOREEZ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136096183?query=Data+Analyst,Data Analyst,5,136096183,['Data Analyst']
Email-маркетолог,WeJET,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136171461?query=Data+Analyst,Data Analyst,5,136171461,['Data Analyst']
Продуктовый аналитик/Product Analyst,Aston,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136354316?query=Data+Analyst,Data Analyst,5,136354316,['Data Analyst']
"Руководитель e‑commerce‑направления (fashion, премиум‑сегмент) в единственном лице",Agent Provocateur,"Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/136036176?query=Data+Analyst,Data Analyst,5,136036176,['Data Analyst']
Гейм-Дизайнер / Game Designer (Лид монетизации),Infinnity Solutions,"Челябинск, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136322747?query=Data+Analyst,Data Analyst,5,136322747,['Data Analyst']
Аналитик информационной безопасности (Data Security),Т-Банк. ИТ. Информационная безопасность,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136171041?query=Data+Analyst,Data Analyst,5,136171041,['Data Analyst']
Специалист по маркировке «Честный знак»,Панда Гифтс,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136125312?query=Data+Analyst,Data Analyst,5,136125312,['Data Analyst']
Middle/Senior Business Analyst (Healthcare / Insurance / Investment & Wealth Management),Научсофт,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136320402?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,5,136320402,['Data Analyst']
CRM-маркетолог / Email-маркетолог,Markswebb,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136093110?query=Data+Analyst,Data Analyst,5,136093110,['Data Analyst']
Ведущий интернет-маркетолог (Seo),ООО Газпромбанк Автолизинг,"Москва, р-н Мещанский",Опыт 1-3 года,https://hh.ru/vacancy/135894004?query=Data+Analyst,Data Analyst,6,135894004,['Data Analyst']
Разработчик PostgreSQL/ BI Разработчик,Data World,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136296972?query=Data+Analyst,Data Analyst,6,136296972,['Data Analyst']
Аналитик данных (MedTech),Правительство Москвы,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136117982?query=Data+Analyst,Data Analyst,6,136117982,['Data Analyst']
Аналитик данных,СИНЕРГИЯ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136311691?query=Data+Analyst,Data Analyst,6,136311691,"['BI Analyst', 'Data Analyst']"
Аналитик DWH senior,ЛИАН,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136110567?query=Data+Analyst,Data Analyst,6,136110567,['Data Analyst']
ИТ Директор,Аптечная сеть Ваша №1 х Таблетка.ру,Москва,Опыт более 6 лет,https://hh.ru/vacancy/133186561?query=Data+Analyst,Data Analyst,6,133186561,['Data Analyst']
Руководитель направления ИИ-трансформации,ООО Юнион Гайд,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135343165?query=Data+Analyst,Data Analyst,6,135343165,['Data Analyst']
Главный специалист по аналитике и отчётности,ЗАО Альфа Телеком (MEGA),"Бишкек, улица А. Суюмбаева, 123",Опыт 3-6 лет,https://hh.ru/vacancy/136361744?query=Data+Analyst,Data Analyst,6,136361744,['Data Analyst']
Data Scientist (junior),Сбер. Data Science,Нижний Новгород,Без опыта,https://hh.ru/vacancy/135364012?query=Data+Analyst,Data Analyst,6,135364012,"['AI Engineer', 'Data Analyst', 'ML Engineer']"
Системный аналитик (Middle / Middle+ / Senior),CRT,Казань,Опыт 3-6 лет,https://hh.ru/vacancy/135605347?query=Data+Analyst,Data Analyst,6,135605347,['Data Analyst']
"Data Analyst/Аналитик данных (PostgreSQL, Python)",Сбер. IT,Омск,Без опыта,https://hh.ru/vacancy/133020079?query=Data+Analyst,Data Analyst,6,133020079,['Data Analyst']
Продуктовый менеджер,АО ТаймВэб,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136035474?query=Data+Analyst,Data Analyst,6,136035474,['Data Analyst']
"Product Manager (карточная эмиссия, Crypto & Fintech)",ООО Зенит-Брокер,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136227320?query=Data+Analyst,Data Analyst,6,136227320,"['AI Engineer', 'Data Analyst']"
Системный Аналитик 1С (сопровождение),SSP SOFT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136356763?query=Data+Analyst,Data Analyst,6,136356763,['Data Analyst']
Руководитель направления ИИ и автоматизации,Негосударственный Пенсионный Фонд Сбербанка,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136243081?query=Data+Analyst,Data Analyst,6,136243081,['Data Analyst']
Java-разработчик,Компания Ритейл Сервис,"Барнаул, р-н Октябрьский",Опыт 1-3 года,https://hh.ru/vacancy/135755270?query=Data+Analyst,Data Analyst,6,135755270,['Data Analyst']
DWH Инженер (DevOps),АО БАНК ИНТЕЗА,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136185339?query=Data+Analyst,Data Analyst,6,136185339,['Data Analyst']
Менеджер по рекламному продвижению на маркетплейсах,Integraaal,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136316558?query=Data+Analyst,Data Analyst,6,136316558,['Data Analyst']
Аналитик бизнес решений (BI Analyst),ТОО Нестле Фуд Казахстан,"Алматы, улица Тимирязева, 28В",Опыт 1-3 года,https://hh.ru/vacancy/135786386?query=Data+Analyst,Data Analyst,6,135786386,"['BI Analyst', 'Data Analyst']"
Ведущий продуктовый аналитик / Аналитик сквозной аналитики,ООО Веро Трейс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135919236?query=Data+Analyst,Data Analyst,6,135919236,['Data Analyst']
Аналитик данных,"""МТС"", Технический блок",Москва,Опыт 1-3 года,https://hh.ru/vacancy/136018040?query=Data+Analyst,Data Analyst,7,136018040,['Data Analyst']
Ведущий продуктовый аналитик / Lead Product Analyst,ООО АРСфин,"Москва, р-н Коньково",Опыт 3-6 лет,https://hh.ru/vacancy/136310418?query=Data+Analyst,Data Analyst,7,136310418,['Data Analyst']
